	Amphimedon_pep.fa_ed	Bombyx_pep.fa_ed	Caenorhabditis_ed	Capitella_pep.fa_ed	Ciona_pep.fa_ed	Crassostrea_pep.fa_ed	Danio_pep.fa_ed	Daphnia.fa_ed	Drosophila_pep.fa_ed	Helobdella_pep.fa_ed	Homo_pep2.fa_ed	Lingula_pep2.fa_ed	Lottia.fa_ed	Lottia_pep.fa_ed	Mnemiopsis_leidyi.prot.fa_ed	Monosiga_pep2.fa_ed	Mus.fa_ed	Mya_pep.fa_ed	Nasonia_pep.fa_ed	Nematostella_pep.fa_ed	Octopus_pep.fa_ed	Pelodiscus_pep.fa_ed	Petromyzon_pep.fa_ed	Priapulus	Rhodnius_pep.fa_ed	Saccoglossus_kowalevskii.prot.fa_ed	Salpingoeca_pep2.fa_ed	Stegodyphus_pep.fa_ed	Strongylocentrotus_pep.fa_ed	Tribolium_pep.fa_ed	Trichoplax_pep.fa_ed	hydra_pep2.fa_ed	Total
OG0001484	3	0	0	5	2	2	7	3	1	1	9	2	2	5	0	1	5	4	1	0	3	3	1	3	0	2	0	3	1	2	0	1	72
OG0001485	1	2	1	2	2	1	5	1	1	2	6	2	1	2	1	1	2	5	1	1	2	2	3	5	2	2	3	1	4	1	2	5	72
OG0001486	2	1	1	0	1	1	8	2	2	2	11	1	1	7	1	1	7	1	1	0	1	4	1	8	1	1	0	2	1	1	0	1	72
OG0001487	2	1	2	4	2	2	2	1	3	1	8	3	2	4	0	1	4	3	1	3	1	2	0	1	2	2	1	3	2	1	2	6	72
OG0001488	2	1	1	1	1	1	6	1	4	1	9	2	1	6	2	1	6	2	1	3	2	3	2	1	1	1	2	2	3	1	1	1	72
OG0001489	1	1	0	2	2	1	9	1	1	1	15	1	2	7	1	1	7	1	1	1	1	4	2	4	1	1	0	1	1	0	1	0	72
OG0001490	1	2	1	1	3	0	6	1	1	1	7	1	3	7	1	1	7	5	0	1	2	1	2	3	1	2	1	2	3	1	1	3	72
OG0001491	4	2	1	2	2	2	3	2	2	2	3	4	2	2	2	1	2	4	2	2	2	2	2	2	2	2	2	3	3	2	2	2	72
OG0001492	3	1	1	2	1	1	3	2	2	2	3	3	2	5	1	1	6	3	0	2	3	1	0	3	4	4	1	4	3	1	1	3	72
OG0001493	1	1	15	1	1	1	7	1	1	5	7	2	1	4	2	1	4	1	1	1	2	2	0	2	0	1	1	2	1	1	1	1	72
OG0001494	2	1	2	2	4	2	5	2	1	2	4	3	2	2	1	0	2	4	1	3	2	2	3	6	1	3	1	4	2	1	1	1	72
OG0001495	1	0	3	1	2	1	10	1	4	3	8	2	1	6	0	1	6	2	1	1	1	2	3	2	1	1	1	2	1	1	1	2	72
OG0001496	1	0	3	1	3	0	6	2	3	0	15	1	1	7	1	1	7	0	1	1	2	2	2	0	3	1	1	0	1	4	1	1	72
OG0001497	2	1	2	2	1	1	5	1	4	0	5	2	2	4	1	3	4	2	1	2	2	2	0	3	2	2	8	1	3	1	2	1	72
OG0001498	1	2	2	3	2	1	2	5	4	2	6	2	2	5	2	1	5	3	1	3	2	2	1	1	1	1	1	2	2	2	2	1	72
OG0001499	1	1	1	1	1	1	12	1	1	2	10	1	1	7	1	1	7	1	1	1	1	5	2	1	1	2	1	1	2	1	1	1	72
OG0001500	1	2	1	2	1	1	5	3	1	2	9	1	3	8	2	1	8	1	2	2	2	3	2	1	1	1	1	1	1	1	1	1	72
OG0001501	2	2	1	1	1	1	10	1	0	3	10	1	2	5	2	0	5	2	0	4	1	0	5	3	0	2	0	3	3	0	1	1	72
OG0001502	1	1	1	1	1	1	5	1	2	2	14	1	1	7	2	1	7	1	1	1	1	4	3	3	1	1	1	2	1	1	1	1	72
OG0001503	1	1	4	2	1	1	3	9	1	2	7	4	1	4	1	1	4	3	1	2	1	1	2	3	0	2	1	2	1	3	1	2	72
OG0001504	1	0	0	8	0	0	0	3	0	0	0	1	0	0	0	0	0	5	0	2	12	0	0	12	0	0	0	0	11	0	0	17	72
OG0001505	1	2	2	2	1	2	5	2	1	2	5	3	2	3	1	1	3	3	1	2	2	4	4	3	2	2	2	2	2	2	1	2	72
OG0001506	1	1	2	4	1	1	2	2	6	1	12	1	1	5	1	1	5	1	1	1	2	2	1	3	2	3	2	2	1	2	1	1	72
OG0001507	1	1	1	1	2	1	10	1	4	2	7	2	1	6	1	1	6	1	1	1	2	2	2	2	0	1	1	1	4	2	1	3	72
OG0001508	1	2	2	1	3	2	2	3	2	1	9	1	1	2	4	2	2	3	1	1	1	2	2	1	2	3	2	4	4	3	1	2	72
OG0001509	2	1	1	3	2	1	8	1	3	4	6	2	2	7	1	3	7	0	1	1	1	4	1	2	1	1	1	1	1	1	1	1	72
OG0001510	2	2	2	2	2	2	7	2	2	2	3	2	2	2	2	3	2	1	2	3	2	2	2	3	2	2	3	1	2	2	2	2	72
OG0001511	1	5	4	4	1	2	6	1	1	2	5	2	1	4	1	1	4	1	1	1	1	3	2	2	3	1	1	2	2	3	3	1	72
OG0001512	0	1	1	1	1	2	9	5	1	0	4	1	3	4	0	0	4	2	1	2	4	4	3	4	2	4	0	7	0	2	0	0	72
OG0001513	0	1	0	2	1	2	5	1	1	3	6	1	1	4	8	0	4	1	0	4	1	3	4	4	1	2	1	2	4	1	1	3	72
OG0001514	0	1	0	21	0	0	0	1	0	22	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	18	1	1	0	0	72
OG0001515	0	3	2	2	2	2	7	2	3	8	5	5	2	2	0	0	2	2	2	0	3	2	1	3	2	1	0	6	1	2	0	0	72
OG0001516	0	1	2	2	0	10	0	1	2	0	0	11	5	0	0	0	0	9	1	0	6	0	0	6	4	4	0	7	0	1	0	0	72
OG0001517	0	0	0	0	3	0	13	0	0	0	12	0	1	10	0	0	10	1	0	5	0	9	6	1	0	1	0	0	0	0	0	0	72
OG0001518	0	0	0	0	0	18	0	0	0	0	0	7	7	0	0	0	0	13	0	15	12	0	0	0	0	0	0	0	0	0	0	0	72
OG0001519	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	12	0	4	37	0	0	2	0	0	0	0	2	0	0	0	72
OG0001520	9	1	0	2	0	4	0	2	3	2	0	14	1	0	0	0	0	2	2	2	3	0	0	4	3	2	0	6	4	2	1	2	71
OG0001521	21	1	1	1	1	1	5	1	2	2	4	2	1	2	2	1	2	1	1	1	1	1	0	1	1	2	0	2	2	3	2	3	71
OG0001522	7	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	71
OG0001523	6	1	0	2	2	1	3	1	2	2	9	2	1	8	2	1	8	2	1	2	1	1	0	4	0	1	1	1	2	2	1	1	71
OG0001524	5	1	3	3	1	0	5	1	3	1	13	1	1	4	1	1	4	2	2	1	1	2	0	2	2	2	1	2	2	1	1	2	71
OG0001525	2	1	1	2	2	1	5	2	2	1	6	2	1	6	2	2	6	2	1	2	2	2	1	2	1	2	2	2	4	1	2	1	71
OG0001526	2	1	0	1	1	2	2	1	1	1	11	4	2	3	1	1	3	2	1	1	3	3	4	2	2	3	1	4	5	1	1	1	71
OG0001527	4	1	1	1	1	1	12	1	6	2	8	1	1	3	1	1	3	4	1	1	1	3	2	2	1	1	1	1	2	1	1	1	71
OG0001528	2	2	2	2	1	2	2	2	2	2	5	2	2	3	2	2	3	4	2	2	2	2	3	2	1	2	2	2	3	2	2	2	71
OG0001529	2	2	0	3	1	1	6	3	3	1	5	6	1	4	2	0	4	1	1	2	1	3	0	7	1	1	1	3	2	1	1	2	71
OG0001530	2	2	1	1	1	1	7	1	2	5	11	1	1	9	0	0	9	1	1	1	1	2	1	1	2	1	0	1	1	2	0	2	71
OG0001531	3	1	1	1	1	1	7	1	1	2	7	2	1	6	3	0	6	2	1	1	1	3	3	2	2	1	0	5	4	1	0	1	71
OG0001532	1	1	2	4	1	3	4	2	1	4	5	3	4	3	2	1	3	1	1	3	3	3	1	3	1	2	1	3	2	1	1	1	71
OG0001533	1	1	0	1	1	1	10	0	1	3	15	1	1	7	2	0	7	2	1	2	1	3	2	1	1	1	0	1	1	1	1	1	71
OG0001534	1	1	1	1	2	1	8	1	1	2	7	2	1	10	1	0	10	1	1	0	1	2	3	1	1	2	0	4	1	1	1	2	71
OG0001535	3	1	1	1	5	2	2	1	0	1	8	2	2	4	0	0	4	5	0	6	2	2	2	1	1	3	0	2	2	1	6	1	71
OG0001536	1	2	3	0	1	2	3	0	1	5	11	1	2	8	3	1	8	1	1	0	1	3	1	1	1	0	1	3	2	1	1	2	71
OG0001537	2	1	1	1	0	1	9	1	0	2	11	2	1	9	1	0	9	1	1	1	1	3	2	1	1	3	0	1	3	1	0	1	71
OG0001538	2	1	1	1	0	2	10	1	2	4	7	1	1	4	1	1	5	2	1	2	4	3	1	0	2	1	1	5	2	1	0	2	71
OG0001539	1	2	1	1	1	2	10	1	1	1	15	2	1	5	2	0	5	2	1	1	2	2	2	2	1	1	0	2	1	2	1	0	71
OG0001540	1	2	1	1	1	1	2	1	1	2	11	2	1	10	2	2	10	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	71
OG0001541	1	2	3	2	2	2	4	2	2	1	6	3	2	3	1	1	3	2	3	2	2	1	1	4	2	2	1	2	2	3	2	2	71
OG0001542	1	2	3	2	2	4	4	2	1	2	5	3	3	2	2	1	2	4	1	1	2	3	1	1	1	4	3	3	3	1	1	1	71
OG0001543	1	1	1	1	2	1	8	4	4	2	8	2	2	4	2	1	4	2	1	3	3	2	1	1	2	1	0	1	1	2	1	2	71
OG0001544	2	1	0	5	1	4	6	1	1	1	3	3	2	3	2	0	3	5	2	3	3	5	0	2	1	4	0	2	2	2	1	1	71
OG0001545	3	2	4	1	1	2	5	1	2	4	8	2	1	4	1	0	4	2	0	1	1	4	4	1	1	1	0	3	1	2	2	3	71
OG0001546	2	0	2	3	1	2	2	0	0	1	11	4	4	4	0	2	4	4	0	1	1	3	0	5	0	2	2	0	8	0	2	1	71
OG0001547	1	0	3	1	1	1	9	1	1	1	11	2	1	6	1	1	6	2	1	3	1	5	1	2	2	1	1	1	2	1	0	1	71
OG0001548	1	1	2	1	2	1	9	2	7	1	7	1	1	6	1	0	6	1	1	1	1	3	0	3	2	2	0	1	2	2	1	2	71
OG0001549	1	0	1	1	1	1	5	1	0	0	14	1	1	11	0	0	11	3	0	1	2	4	0	1	0	1	2	1	1	0	1	5	71
OG0001550	2	2	4	2	1	1	4	4	2	7	4	2	3	4	3	1	4	3	0	2	1	4	2	1	1	2	1	2	1	1	0	0	71
OG0001551	1	3	0	1	2	4	3	1	3	1	14	2	2	5	0	1	5	1	1	1	1	3	2	2	1	1	1	2	2	2	1	2	71
OG0001552	1	2	1	1	1	1	6	2	2	6	8	1	1	4	1	1	4	1	6	1	2	3	0	3	1	3	0	3	2	1	1	1	71
OG0001553	1	1	1	1	1	0	6	1	5	2	8	1	1	7	1	1	7	2	1	2	2	4	1	3	1	1	1	1	2	2	1	2	71
OG0001554	1	1	2	1	2	2	6	1	1	1	14	3	1	7	0	0	7	2	1	1	1	2	1	1	1	1	0	4	3	1	1	1	71
OG0001555	0	3	8	3	1	1	6	3	1	12	4	1	3	3	1	0	3	2	1	2	2	3	1	2	1	1	0	1	1	1	0	0	71
OG0001556	0	2	5	5	1	3	5	4	1	7	5	4	6	2	0	0	2	5	1	0	3	1	4	1	1	0	0	2	0	1	0	0	71
OG0001557	0	0	1	0	0	0	16	0	0	0	14	0	0	11	0	0	11	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	71
OG0001558	0	0	0	0	6	3	9	0	0	0	12	0	1	3	0	0	3	1	0	1	1	17	2	9	0	0	1	2	0	0	0	0	71
OG0001559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	9	0	0	2	0	1	0	2	71
OG0001560	2	2	2	2	1	1	2	1	1	2	7	2	2	4	1	2	4	2	2	2	2	2	2	3	3	2	2	2	3	2	2	1	70
OG0001561	1	2	1	1	1	1	4	1	1	2	13	2	1	6	1	2	6	3	1	1	1	3	2	2	1	1	2	1	2	1	1	2	70
OG0001562	2	1	2	2	2	1	3	2	2	1	3	2	2	3	2	2	3	2	2	3	2	2	2	5	2	2	2	2	3	2	2	2	70
OG0001563	2	1	1	1	2	2	6	1	0	1	10	1	1	6	1	0	6	2	1	1	4	7	3	1	0	1	0	3	1	2	0	2	70
OG0001564	2	5	0	1	0	1	2	25	3	0	0	1	0	0	0	1	0	2	2	1	0	0	0	1	10	2	1	3	4	3	0	0	70
OG0001565	2	1	0	2	1	2	7	2	0	2	3	3	5	6	3	0	6	3	0	2	1	2	1	1	1	2	0	1	5	2	3	1	70
OG0001566	2	1	1	2	3	2	1	1	1	1	10	1	2	8	1	1	8	3	1	2	1	0	1	1	1	3	1	1	2	1	1	5	70
OG0001567	3	1	1	3	2	1	4	2	2	2	3	2	2	3	3	1	3	3	2	2	3	3	0	3	2	2	2	2	2	2	2	2	70
OG0001568	2	1	2	1	2	1	4	1	1	1	11	2	1	5	1	2	5	2	2	1	1	2	4	4	2	1	2	1	1	2	1	1	70
OG0001569	1	2	2	3	3	5	4	1	4	3	3	4	1	3	0	1	3	2	2	2	2	1	1	3	2	2	0	2	2	2	2	2	70
OG0001570	2	1	4	3	2	1	8	1	1	3	5	2	1	3	1	2	3	1	1	2	1	4	4	1	2	1	2	3	1	1	1	2	70
OG0001571	1	1	2	1	2	1	3	1	6	5	9	2	1	7	1	0	7	1	1	1	1	4	4	0	1	1	0	4	1	0	1	0	70
OG0001572	1	0	4	2	1	3	4	0	1	1	4	2	2	8	5	1	8	6	1	2	1	2	0	0	1	2	1	0	2	2	1	2	70
OG0001573	2	2	2	2	2	2	4	3	2	2	3	3	3	2	1	1	2	5	1	1	2	2	4	1	1	2	1	4	4	2	1	1	70
OG0001574	1	1	3	1	1	1	6	1	1	2	5	2	1	7	1	1	7	3	1	2	5	2	2	1	1	1	2	2	2	1	1	2	70
OG0001575	2	2	7	1	3	2	4	1	2	1	5	3	2	3	2	1	3	1	2	2	1	4	2	0	3	2	1	2	2	3	0	1	70
OG0001576	1	2	2	1	1	1	3	2	2	1	13	3	1	5	1	1	5	4	2	1	2	2	0	1	2	1	1	2	1	3	1	2	70
OG0001577	3	1	1	3	1	3	3	1	1	2	8	1	1	5	2	1	5	2	1	1	1	3	3	1	1	2	1	2	4	1	1	4	70
OG0001578	1	1	2	1	1	1	3	2	3	1	10	2	1	8	1	1	7	3	3	1	3	1	1	1	2	1	1	2	1	3	0	1	70
OG0001579	1	0	1	1	1	4	14	1	0	2	9	3	3	5	1	0	5	3	1	0	3	2	2	3	0	1	0	1	2	1	0	0	70
OG0001580	3	2	4	1	1	2	6	1	7	2	7	1	1	7	1	1	7	1	0	1	1	1	1	2	2	1	1	1	1	1	1	1	70
OG0001581	3	1	10	7	4	1	3	0	2	0	5	4	3	1	0	0	1	2	2	2	0	1	1	3	1	4	1	0	7	1	0	0	70
OG0001582	1	1	5	1	2	1	6	1	1	3	6	2	1	6	2	1	6	2	1	1	1	3	4	1	1	1	2	2	1	1	1	2	70
OG0001583	1	2	1	2	1	1	5	1	1	2	9	1	2	5	2	0	5	4	1	2	2	1	5	1	1	1	0	3	3	1	2	2	70
OG0001584	2	2	0	2	0	2	3	1	1	2	10	2	2	5	2	0	5	2	1	2	2	2	2	3	2	2	2	2	2	2	2	1	70
OG0001585	1	1	0	1	2	1	5	2	4	2	8	1	1	9	1	0	9	2	1	2	3	2	0	4	1	2	0	1	3	1	0	0	70
OG0001586	1	0	0	1	1	1	9	0	0	2	16	1	2	7	1	1	7	1	0	1	2	5	2	0	1	1	1	1	3	0	1	1	70
OG0001587	1	2	1	2	1	1	7	1	1	6	10	1	1	6	2	1	6	2	1	1	1	3	1	4	1	1	0	0	2	1	1	1	70
OG0001588	0	1	4	2	2	3	6	1	1	2	5	2	4	5	1	1	5	2	1	0	4	3	0	1	1	2	1	2	4	4	0	0	70
OG0001589	0	1	0	1	2	1	7	1	0	0	15	2	1	8	0	1	8	1	0	0	1	5	4	2	1	1	1	2	2	1	1	0	70
OG0001590	0	0	0	7	0	0	4	1	1	0	3	10	1	8	0	0	8	0	1	6	1	3	2	0	0	9	0	0	0	1	4	0	70
OG0001591	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	55	0	0	0	6	70
OG0001592	0	0	0	5	0	39	0	0	0	0	0	0	6	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
OG0001593	0	0	0	0	1	0	15	0	0	0	19	1	0	11	0	0	13	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	70
OG0001594	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	3	0	0	40	70
OG0001595	0	0	0	0	0	0	0	0	0	0	6	0	0	16	0	0	16	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	70
OG0001596	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	70
OG0001597	1	1	9	3	1	1	3	1	6	4	4	1	1	2	2	1	2	1	1	1	3	2	1	3	2	2	1	2	2	1	2	2	69
OG0001598	1	1	0	1	1	1	9	1	3	2	6	2	1	6	0	1	6	4	2	2	2	3	1	1	0	2	1	4	1	1	1	2	69
OG0001599	2	1	1	1	2	2	2	2	2	2	10	4	2	3	0	1	3	2	3	2	3	2	1	1	1	2	1	1	2	3	2	3	69
OG0001600	1	6	0	2	5	0	1	10	10	0	5	3	0	1	2	1	1	0	4	1	0	2	0	1	2	0	1	2	0	4	4	0	69
OG0001601	5	0	3	5	0	0	2	2	0	0	5	11	1	4	0	0	4	0	0	2	0	4	4	0	0	10	0	7	0	0	0	0	69
OG0001602	1	1	0	2	1	1	5	1	0	1	9	1	1	11	0	1	11	2	1	1	1	3	1	1	2	1	1	2	1	1	1	3	69
OG0001603	2	1	2	2	1	1	2	2	2	2	5	3	2	9	2	0	9	1	2	0	1	2	1	2	1	2	1	2	3	2	1	1	69
OG0001604	6	1	2	1	2	2	2	1	3	1	10	2	2	3	1	1	3	3	1	1	8	1	1	2	1	1	1	1	1	1	1	2	69
OG0001605	2	2	0	1	0	1	2	20	2	17	1	1	1	1	1	0	1	0	1	2	1	2	0	1	1	1	1	2	1	1	1	1	69
OG0001606	2	1	2	1	1	1	2	1	1	1	14	2	1	7	1	0	7	3	1	2	1	2	1	2	2	1	0	2	3	1	1	2	69
OG0001607	5	2	1	1	1	0	3	1	2	2	7	2	1	7	1	1	7	1	3	1	3	3	1	1	1	1	1	2	1	2	2	2	69
OG0001608	1	2	1	3	0	1	2	4	1	4	2	1	3	1	0	1	1	0	4	3	3	4	1	2	1	8	1	1	10	1	1	1	69
OG0001609	1	1	1	1	0	0	9	1	1	4	10	1	2	7	0	0	7	1	0	0	1	5	8	1	1	1	0	1	1	3	0	0	69
OG0001610	2	1	3	3	1	1	4	2	1	1	5	2	2	4	2	0	4	3	1	2	1	2	2	4	1	2	1	3	3	1	2	3	69
OG0001611	2	2	0	2	0	2	2	3	1	3	5	4	2	2	2	0	2	3	1	1	2	2	2	7	2	2	1	4	4	2	1	1	69
OG0001612	2	1	1	1	1	1	3	1	2	2	11	2	1	3	2	1	3	2	2	2	4	1	2	1	1	3	2	3	5	1	1	1	69
OG0001613	2	1	1	2	1	2	4	2	1	2	6	4	2	2	1	1	2	3	1	2	2	3	2	2	3	2	1	3	3	2	2	2	69
OG0001614	4	0	2	4	2	1	2	0	0	3	3	3	2	3	1	2	3	3	0	4	2	2	4	1	0	1	5	3	4	0	1	4	69
OG0001615	2	1	2	2	2	2	1	1	1	3	6	3	2	3	1	1	3	4	1	3	3	2	1	3	1	2	1	3	2	1	2	4	69
OG0001616	2	1	1	1	1	2	5	3	1	2	7	1	1	4	1	2	4	4	1	2	3	2	3	2	1	1	1	4	1	1	2	2	69
OG0001617	4	2	6	2	2	1	3	0	0	1	5	2	0	5	2	0	5	3	0	1	4	1	1	2	2	5	0	4	2	0	0	4	69
OG0001618	1	1	2	1	1	1	8	1	5	2	7	1	1	6	1	1	6	1	2	1	2	2	1	4	2	1	1	2	1	1	1	1	69
OG0001619	1	1	2	2	1	1	3	1	1	7	11	2	1	5	1	1	5	2	1	3	1	1	1	1	0	1	2	5	1	1	2	1	69
OG0001620	1	1	0	1	1	1	13	1	1	2	13	0	1	6	1	1	6	0	1	1	2	4	2	2	1	1	0	2	1	1	0	1	69
OG0001621	1	0	1	3	1	7	3	0	1	0	9	4	4	2	0	1	2	4	1	3	5	2	1	3	0	5	1	1	2	1	0	1	69
OG0001622	1	2	1	1	1	1	4	2	3	3	5	5	1	2	2	0	2	5	0	1	4	2	5	3	1	3	0	1	3	3	1	1	69
OG0001623	2	2	2	2	1	1	2	1	1	2	7	2	3	7	2	1	7	1	1	2	1	2	2	2	1	4	1	0	2	1	1	3	69
OG0001624	1	2	1	1	2	1	4	17	2	1	3	3	1	6	0	1	6	1	0	2	1	1	1	1	1	1	0	3	3	1	0	1	69
OG0001625	2	1	1	2	1	1	7	2	1	6	8	3	1	4	1	0	4	2	1	1	1	4	1	2	1	4	0	3	1	1	1	1	69
OG0001626	1	2	1	3	0	2	0	2	0	2	0	3	0	0	0	0	0	3	1	0	0	1	0	28	0	1	0	17	1	1	0	0	69
OG0001627	1	2	3	1	1	2	6	1	4	3	8	2	1	5	2	0	5	2	1	2	1	3	2	3	2	1	0	1	1	1	1	1	69
OG0001628	1	1	2	1	2	1	7	1	1	1	10	1	1	8	1	1	8	4	1	2	1	2	1	1	2	1	1	1	1	1	1	1	69
OG0001629	1	1	3	2	4	3	9	1	1	1	6	2	3	2	1	1	2	2	1	1	3	2	5	1	1	2	1	2	3	1	1	0	69
OG0001630	0	2	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	31	0	24	0	0	69
OG0001631	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	51	69
OG0001632	0	2	4	1	1	0	18	1	7	2	7	1	1	5	0	0	5	0	1	0	1	2	2	3	0	0	0	2	1	2	0	0	69
OG0001633	0	1	2	4	5	6	3	1	2	2	1	5	3	1	0	0	1	5	1	1	2	1	2	1	0	10	1	1	3	3	1	0	69
OG0001634	0	2	3	1	1	3	6	3	2	1	8	2	1	3	0	1	3	3	1	4	1	2	4	2	0	2	1	1	2	1	1	4	69
OG0001635	0	0	3	4	6	2	3	0	1	2	4	2	1	1	6	0	2	2	1	0	0	3	2	3	1	12	0	1	6	1	0	0	69
OG0001636	0	0	0	19	0	0	0	6	0	5	0	0	4	0	6	0	0	1	0	9	0	0	0	0	0	1	0	0	15	0	0	3	69
OG0001637	0	0	0	1	0	1	1	0	0	0	17	2	1	13	0	0	13	2	0	2	1	4	0	1	0	5	0	1	2	0	0	2	69
OG0001638	1	2	3	2	2	2	4	1	1	2	7	2	1	4	1	1	4	4	1	1	2	2	2	3	2	1	1	1	3	1	1	3	68
OG0001639	6	1	2	1	2	1	8	1	1	2	4	3	1	4	1	0	4	3	1	1	1	3	2	1	1	2	0	1	3	1	3	3	68
OG0001640	2	1	3	3	1	2	2	2	1	1	7	4	5	3	1	0	3	3	2	3	1	1	0	0	1	4	1	5	3	1	1	1	68
OG0001641	7	10	0	0	3	0	0	1	9	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	8	1	0	7	0	8	0	0	68
OG0001642	2	2	2	1	1	1	11	1	1	2	6	3	1	5	0	0	6	4	0	2	2	4	1	2	1	1	1	0	2	1	1	1	68
OG0001643	2	2	2	6	2	2	2	2	2	1	4	3	2	3	2	1	3	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	68
OG0001644	1	1	2	1	2	1	10	1	2	2	9	2	2	7	0	0	7	0	0	3	1	3	0	2	0	1	0	2	3	1	1	1	68
OG0001645	1	5	1	1	2	1	4	1	6	2	3	1	1	3	3	1	3	1	4	1	1	2	0	3	4	1	1	3	1	4	1	2	68
OG0001646	21	1	1	1	1	2	1	1	1	1	11	2	1	3	1	0	3	1	1	1	1	1	1	2	1	1	0	1	2	1	1	1	68
OG0001647	1	2	2	1	2	1	7	4	1	4	6	2	1	5	2	1	5	3	1	1	1	2	1	1	1	1	1	1	3	2	1	1	68
OG0001648	1	1	3	1	1	1	4	1	4	2	4	1	1	9	2	1	9	1	1	2	1	2	0	2	1	1	1	4	1	3	1	1	68
OG0001649	1	1	1	2	3	3	1	2	1	0	6	5	2	3	1	0	3	5	1	0	4	3	2	5	1	3	1	5	1	2	0	0	68
OG0001650	3	1	3	1	1	1	4	1	1	2	15	2	1	6	0	1	6	3	1	1	1	2	1	2	0	1	0	3	0	1	1	2	68
OG0001651	1	2	1	1	2	2	4	0	2	1	9	1	1	5	1	1	5	3	1	1	3	4	2	1	1	1	1	2	5	2	1	1	68
OG0001652	5	1	1	1	1	0	9	0	1	1	9	1	2	6	2	3	6	2	0	1	2	4	0	2	1	0	2	0	3	1	1	0	68
OG0001653	2	1	3	1	0	2	7	1	3	1	4	2	1	3	1	0	3	2	1	3	4	2	2	4	1	2	0	2	5	1	2	2	68
OG0001654	3	1	1	1	1	2	3	4	1	1	6	1	3	1	4	1	1	1	7	2	2	2	1	5	2	1	1	1	4	1	1	2	68
OG0001655	1	2	0	2	2	2	2	1	1	2	6	2	2	3	2	0	3	3	1	3	2	4	2	2	3	2	1	3	2	2	2	3	68
OG0001656	2	3	1	1	2	1	3	2	1	1	3	3	1	2	2	2	2	2	1	4	5	1	1	2	2	1	1	8	5	1	1	1	68
OG0001657	6	1	1	1	1	2	3	5	1	2	9	1	1	2	1	3	2	1	1	2	1	2	2	3	3	1	2	2	1	1	1	3	68
OG0001658	2	1	1	1	2	1	9	2	6	2	5	1	1	4	3	1	4	1	1	1	2	4	2	1	1	1	1	2	1	2	1	1	68
OG0001659	1	1	4	1	1	1	3	1	4	3	7	3	2	2	1	1	2	2	1	5	2	2	0	5	1	2	1	4	1	2	1	1	68
OG0001660	1	2	1	3	1	1	3	2	1	4	5	3	2	3	2	2	3	5	0	1	2	2	1	3	2	2	2	2	3	1	2	1	68
OG0001661	3	2	2	1	2	1	4	1	1	2	5	4	1	2	1	1	2	2	1	1	3	2	2	9	1	2	1	1	5	1	0	2	68
OG0001662	1	1	2	3	7	5	1	0	0	0	1	5	4	1	0	0	1	3	0	2	3	0	1	5	0	7	0	7	8	0	0	0	68
OG0001663	3	2	3	1	1	2	1	1	5	2	7	1	1	4	2	0	4	1	2	0	4	3	1	6	2	1	0	1	3	2	1	1	68
OG0001664	2	1	2	4	2	3	4	2	1	3	2	2	2	2	2	1	2	3	1	2	2	2	2	2	1	2	2	2	3	3	1	3	68
OG0001665	1	1	1	1	1	1	4	1	4	2	8	2	1	6	2	0	6	3	1	1	2	4	3	1	1	1	0	2	2	2	1	2	68
OG0001666	1	1	1	3	0	4	4	10	1	2	10	3	2	4	1	0	4	1	1	2	1	4	1	0	1	2	0	0	2	1	0	1	68
OG0001667	0	3	3	3	1	1	3	2	2	2	13	1	2	3	2	1	3	1	2	0	2	2	2	2	1	2	1	2	2	2	1	1	68
OG0001668	0	4	4	5	0	3	2	2	4	6	0	1	1	0	0	0	0	6	1	2	1	2	0	2	4	6	0	5	4	3	0	0	68
OG0001669	0	1	1	0	0	0	4	1	2	0	31	3	0	5	0	0	5	0	1	1	1	2	2	1	1	2	0	1	1	1	0	1	68
OG0001670	0	0	4	6	0	5	4	0	0	2	10	2	1	5	0	1	5	4	0	2	1	1	0	1	0	5	1	0	7	0	0	1	68
